epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,52863.6,0.34236,0.36611,0.14129,0.7955,0.98875,0.99042,0.99212,0.92988,0.98875,0.99042,0.99212,0.79963,0.37157,0.48056,0.13742,0.80221,0.001857,0.001857,0.001857
129,53271.5,0.34092,0.37863,0.14433,0.79529,0.98809,0.99033,0.99216,0.93,0.98809,0.99033,0.99216,0.79535,0.36952,0.46896,0.13595,0.80269,0.001848,0.001848,0.001848
130,53694.8,0.33473,0.37374,0.14157,0.79535,0.99168,0.99216,0.9924,0.93101,0.99168,0.99216,0.9924,0.80003,0.36772,0.47423,0.13188,0.80419,0.001839,0.001839,0.001839
131,54049.3,0.34215,0.36084,0.1382,0.79685,0.99243,0.99047,0.9924,0.93069,0.99243,0.99047,0.9924,0.79769,0.36717,0.48148,0.13348,0.80267,0.00183,0.00183,0.00183
132,54590,0.34657,0.36782,0.14475,0.79453,0.99442,0.99249,0.99237,0.93012,0.99442,0.99249,0.99237,0.79304,0.36963,0.47568,0.13074,0.80337,0.001821,0.001821,0.001821
133,54986.5,0.35248,0.39364,0.14593,0.79577,0.98969,0.99459,0.9924,0.92937,0.98969,0.99459,0.9924,0.80597,0.37407,0.48486,0.13257,0.80437,0.001812,0.001812,0.001812
134,55442.2,0.33932,0.37067,0.14071,0.79426,0.99362,0.98829,0.99276,0.93025,0.99362,0.98829,0.99276,0.80567,0.37296,0.49037,0.13397,0.80399,0.001803,0.001803,0.001803
135,55797.3,0.33443,0.35939,0.13906,0.79147,0.99044,0.99113,0.99265,0.93049,0.99044,0.99113,0.99265,0.79755,0.36968,0.47795,0.13714,0.80468,0.001794,0.001794,0.001794
136,56211.9,0.3406,0.36863,0.13843,0.79804,0.9942,0.99212,0.99271,0.93164,0.9942,0.99212,0.99271,0.79383,0.36921,0.48336,0.13171,0.80476,0.001785,0.001785,0.001785
137,56636,0.33969,0.36692,0.14435,0.79423,0.99531,0.99013,0.99276,0.93067,0.99531,0.99013,0.99276,0.79588,0.372,0.48553,0.13415,0.80497,0.001776,0.001776,0.001776
138,57036.5,0.34319,0.37525,0.14324,0.79532,0.99206,0.98986,0.9931,0.93035,0.99277,0.99087,0.99313,0.80364,0.37307,0.48568,0.13543,0.80526,0.001767,0.001767,0.001767
139,57401.5,0.334,0.35523,0.13975,0.79632,0.99141,0.98678,0.99278,0.93068,0.99101,0.98842,0.99284,0.80798,0.369,0.47653,0.13562,0.80301,0.001758,0.001758,0.001758
140,57889.2,0.33007,0.36125,0.13877,0.79859,0.98311,0.99206,0.99252,0.93096,0.98311,0.99206,0.99252,0.81096,0.37282,0.49286,0.13867,0.80509,0.001749,0.001749,0.001749
141,58218.8,0.33337,0.34817,0.13931,0.7948,0.99363,0.99315,0.99262,0.92904,0.99363,0.99315,0.99262,0.79591,0.37815,0.49895,0.1371,0.80649,0.00174,0.00174,0.00174
142,58676.2,0.33618,0.37599,0.1371,0.79349,0.99313,0.99238,0.99283,0.93132,0.99313,0.99238,0.99283,0.79723,0.37086,0.48664,0.13309,0.80434,0.001731,0.001731,0.001731
143,59052.5,0.3304,0.36607,0.13631,0.79451,0.99238,0.98996,0.99257,0.92965,0.99238,0.98996,0.99257,0.79336,0.37009,0.48214,0.1333,0.8028,0.001722,0.001722,0.001722
144,59415.7,0.33305,0.35766,0.14015,0.79032,0.99198,0.99368,0.99281,0.93056,0.99198,0.99368,0.99281,0.79679,0.36765,0.49699,0.13324,0.80222,0.001713,0.001713,0.001713
145,59796.2,0.33395,0.35259,0.14274,0.79772,0.97406,0.98981,0.98518,0.92124,0.97335,0.98888,0.98409,0.78179,0.37332,0.69155,0.15665,0.80348,0.001704,0.001704,0.001704
146,60339.2,0.33264,0.36559,0.14079,0.79922,0.99299,0.98976,0.99272,0.93334,0.99299,0.98976,0.99272,0.79947,0.37033,0.49102,0.13231,0.80322,0.001695,0.001695,0.001695
147,60723.3,0.32479,0.36836,0.13431,0.79527,0.99233,0.99183,0.9926,0.93217,0.99233,0.99183,0.9926,0.79704,0.36749,0.49413,0.12965,0.80288,0.001686,0.001686,0.001686
148,61131.4,0.33444,0.36454,0.13847,0.7941,0.99364,0.99307,0.99271,0.92989,0.99364,0.99307,0.99271,0.79351,0.37077,0.48834,0.13102,0.80378,0.001677,0.001677,0.001677
149,61516.8,0.32926,0.37604,0.13779,0.79857,0.98316,0.98862,0.99222,0.92866,0.98316,0.98862,0.99221,0.79687,0.37132,0.49463,0.14047,0.804,0.001668,0.001668,0.001668
150,61946.8,0.34083,0.36658,0.1433,0.79245,0.98441,0.99249,0.99246,0.93016,0.98441,0.99249,0.99246,0.79714,0.36793,0.46997,0.13585,0.80509,0.001659,0.001659,0.001659
151,62259.7,0.32748,0.3572,0.13707,0.79489,0.99414,0.99254,0.99238,0.92975,0.99414,0.99254,0.99238,0.7969,0.36948,0.48138,0.13022,0.80563,0.00165,0.00165,0.00165
152,62679.2,0.32895,0.35873,0.13749,0.78804,0.98931,0.99323,0.99249,0.9319,0.98931,0.99323,0.99249,0.79656,0.37007,0.50435,0.13171,0.80629,0.001641,0.001641,0.001641
153,63064.9,0.31829,0.35123,0.13144,0.79702,0.99274,0.99015,0.99243,0.93081,0.99274,0.99015,0.99243,0.79416,0.37395,0.49408,0.13239,0.80749,0.001632,0.001632,0.001632
154,63511,0.3258,0.36859,0.13702,0.79865,0.99288,0.99037,0.99224,0.93103,0.99288,0.99037,0.99224,0.79804,0.37294,0.49323,0.12914,0.80603,0.001623,0.001623,0.001623
155,63962.7,0.33269,0.36429,0.13823,0.79322,0.9877,0.99393,0.99228,0.92824,0.9877,0.99393,0.99228,0.80032,0.37476,0.50809,0.13152,0.8047,0.001614,0.001614,0.001614
156,64384.9,0.3203,0.357,0.13762,0.78988,0.9928,0.99056,0.99218,0.92789,0.9928,0.99056,0.99218,0.79902,0.37483,0.51506,0.1332,0.80555,0.001605,0.001605,0.001605
157,64754.1,0.32325,0.34767,0.1325,0.79186,0.98844,0.99455,0.9926,0.92813,0.98844,0.99455,0.9926,0.79928,0.37527,0.5164,0.13238,0.80615,0.001596,0.001596,0.001596
158,65204.3,0.31111,0.34913,0.12855,0.79299,0.99363,0.99281,0.99232,0.92711,0.99363,0.99281,0.99232,0.8038,0.37798,0.50711,0.1309,0.80754,0.001587,0.001587,0.001587
159,65566.5,0.32964,0.35895,0.13552,0.79138,0.99197,0.99049,0.99239,0.92973,0.99197,0.99049,0.99239,0.79677,0.37562,0.50831,0.13486,0.80765,0.001578,0.001578,0.001578
160,66052.8,0.31579,0.35687,0.13386,0.79257,0.99195,0.99185,0.99263,0.92816,0.99195,0.99185,0.99263,0.79367,0.37558,0.50585,0.1307,0.80765,0.001569,0.001569,0.001569
161,66369.4,0.32499,0.35201,0.13855,0.79482,0.98642,0.99257,0.99228,0.926,0.98642,0.99257,0.99228,0.79392,0.37447,0.51484,0.13694,0.80642,0.00156,0.00156,0.00156
162,66875.8,0.32124,0.34617,0.13596,0.79044,0.99181,0.99219,0.99268,0.93081,0.99181,0.99219,0.99268,0.79782,0.37464,0.52285,0.12988,0.80587,0.001551,0.001551,0.001551
163,67259.9,0.31824,0.34344,0.13155,0.787,0.99103,0.99432,0.9927,0.93079,0.99103,0.99432,0.9927,0.79488,0.3777,0.52489,0.12925,0.80778,0.001542,0.001542,0.001542
164,67746.8,0.31427,0.33917,0.13191,0.79061,0.99293,0.99383,0.99271,0.92932,0.99293,0.99383,0.99271,0.79199,0.37573,0.53616,0.12929,0.80578,0.001533,0.001533,0.001533
165,68108,0.32201,0.35398,0.1348,0.78615,0.98604,0.98022,0.99097,0.92707,0.98604,0.98022,0.99097,0.79218,0.37755,0.56283,0.1503,0.80677,0.001524,0.001524,0.001524
166,68549.7,0.3182,0.35578,0.13521,0.79097,0.99038,0.9913,0.99211,0.92826,0.99038,0.9913,0.99211,0.79439,0.37841,0.52638,0.13374,0.80555,0.001515,0.001515,0.001515
167,68964.9,0.31595,0.3444,0.13398,0.78993,0.98948,0.99525,0.9924,0.92729,0.98948,0.99525,0.9924,0.79387,0.37331,0.52636,0.13275,0.80394,0.001506,0.001506,0.001506
168,69400.3,0.32071,0.36305,0.1363,0.79207,0.99081,0.99277,0.99278,0.9304,0.99081,0.99277,0.99278,0.796,0.37536,0.52515,0.13046,0.80464,0.001497,0.001497,0.001497
169,69849.4,0.31787,0.35384,0.13104,0.78998,0.9842,0.99362,0.99199,0.92838,0.9842,0.99362,0.99199,0.79377,0.37307,0.52883,0.13522,0.804,0.001488,0.001488,0.001488
170,70289.4,0.3106,0.34771,0.1318,0.78365,0.97396,0.98463,0.98831,0.92146,0.97406,0.98421,0.98826,0.78842,0.37655,0.67851,0.14494,0.80482,0.001479,0.001479,0.001479
171,70671.1,0.30922,0.34238,0.1313,0.78277,0.99077,0.99028,0.99227,0.92843,0.99077,0.99028,0.99227,0.79965,0.3723,0.5161,0.12934,0.80465,0.00147,0.00147,0.00147
172,71138.2,0.3163,0.3381,0.13193,0.79306,0.98998,0.98993,0.99259,0.93073,0.98998,0.98993,0.99259,0.79301,0.3711,0.5085,0.13062,0.80462,0.001461,0.001461,0.001461
173,71552.2,0.31536,0.35352,0.13167,0.78773,0.99044,0.99295,0.99236,0.93016,0.99044,0.99295,0.99236,0.79826,0.37292,0.50874,0.12934,0.80488,0.001452,0.001452,0.001452
174,72010.3,0.30155,0.31712,0.12736,0.78947,0.99449,0.99144,0.99278,0.93108,0.99449,0.99144,0.99278,0.80203,0.37626,0.5197,0.12818,0.80477,0.001443,0.001443,0.001443
175,72403.1,0.31241,0.34847,0.12915,0.78824,0.99121,0.98917,0.99225,0.92923,0.99121,0.98917,0.99225,0.79443,0.37455,0.51947,0.13038,0.80432,0.001434,0.001434,0.001434
176,72902.1,0.31551,0.33929,0.13252,0.78419,0.98254,0.98319,0.98899,0.92631,0.98254,0.98319,0.98899,0.79096,0.37845,0.54807,0.1501,0.80505,0.001425,0.001425,0.001425
177,73261,0.30598,0.32689,0.12941,0.78874,0.9943,0.98987,0.99265,0.92748,0.9943,0.98987,0.99265,0.79364,0.3736,0.538,0.13051,0.80461,0.001416,0.001416,0.001416
178,73739.1,0.30771,0.34665,0.12833,0.78743,0.97579,0.98739,0.98817,0.92265,0.97554,0.98712,0.98808,0.78049,0.37477,0.71313,0.1514,0.80633,0.001407,0.001407,0.001407
179,74112,0.30535,0.3329,0.12836,0.79261,0.99257,0.98928,0.99264,0.92805,0.99257,0.98928,0.99264,0.79788,0.36671,0.53099,0.12917,0.80438,0.001398,0.001398,0.001398
180,74493.7,0.31005,0.33805,0.12819,0.79224,0.99282,0.99234,0.9928,0.92896,0.99282,0.99234,0.9928,0.79748,0.37293,0.52468,0.12695,0.80587,0.001389,0.001389,0.001389
181,74903,0.30649,0.31978,0.12773,0.78729,0.99119,0.99333,0.99274,0.92898,0.99119,0.99333,0.99274,0.79787,0.37244,0.53691,0.12838,0.80466,0.00138,0.00138,0.00138
182,75347.4,0.31124,0.34793,0.1283,0.78936,0.98758,0.98838,0.99047,0.92667,0.98758,0.98838,0.99047,0.79249,0.37555,0.55083,0.13609,0.80435,0.001371,0.001371,0.001371
183,75745.7,0.30255,0.33046,0.12773,0.78959,0.9945,0.98987,0.99254,0.93036,0.9945,0.98987,0.99254,0.79552,0.36862,0.54168,0.12505,0.8032,0.001362,0.001362,0.001362
184,76266.2,0.29982,0.32372,0.12386,0.78656,0.99353,0.99038,0.99209,0.92978,0.99353,0.99038,0.99209,0.79358,0.36864,0.5554,0.12681,0.80335,0.001353,0.001353,0.001353
185,76688.1,0.30365,0.33825,0.12786,0.78504,0.99462,0.9909,0.99249,0.9305,0.99462,0.9909,0.99249,0.79232,0.37152,0.56517,0.1249,0.80416,0.001344,0.001344,0.001344
186,77110.1,0.31392,0.35965,0.12863,0.79178,0.98042,0.98145,0.98997,0.92637,0.98042,0.98145,0.98997,0.78842,0.37424,0.52242,0.14364,0.80376,0.001335,0.001335,0.001335
187,77465.4,0.29521,0.31724,0.12607,0.78771,0.9922,0.98793,0.99218,0.92966,0.9922,0.98793,0.99218,0.79206,0.37115,0.54129,0.13043,0.80348,0.001326,0.001326,0.001326
188,77936.8,0.29113,0.33317,0.12075,0.78366,0.99136,0.99288,0.99233,0.93041,0.99136,0.99288,0.99233,0.7987,0.37054,0.54396,0.12663,0.80376,0.001317,0.001317,0.001317
189,78278.2,0.31829,0.34991,0.13477,0.78649,0.99166,0.99327,0.99214,0.93107,0.99166,0.99327,0.99214,0.7964,0.37065,0.53896,0.1265,0.80392,0.001308,0.001308,0.001308
190,78786.1,0.29452,0.32521,0.12338,0.79102,0.99114,0.99123,0.99255,0.92922,0.99114,0.99123,0.99255,0.80066,0.37339,0.52424,0.12899,0.80497,0.001299,0.001299,0.001299
191,79224.3,0.30036,0.32698,0.12848,0.78526,0.99203,0.9887,0.99279,0.93236,0.99203,0.9887,0.99279,0.799,0.37081,0.53907,0.12725,0.80429,0.00129,0.00129,0.00129
192,79746.6,0.29234,0.33685,0.12199,0.79139,0.98844,0.98105,0.99149,0.92853,0.98844,0.98105,0.99167,0.79705,0.3769,0.55913,0.1427,0.8048,0.001281,0.001281,0.001281
193,80121.1,0.30097,0.34012,0.12592,0.7821,0.97551,0.97814,0.9895,0.92583,0.99011,0.96694,0.98966,0.79292,0.37387,0.56044,0.16807,0.80538,0.001272,0.001272,0.001272
194,80585.5,0.30272,0.32496,0.12664,0.7903,0.99419,0.99117,0.99299,0.92968,0.99419,0.99117,0.99299,0.80256,0.37265,0.55222,0.12563,0.80489,0.001263,0.001263,0.001263
195,80949.8,0.30437,0.33355,0.12936,0.78123,0.99195,0.99223,0.99254,0.93097,0.99195,0.99223,0.99254,0.79884,0.37122,0.56127,0.12626,0.80405,0.001254,0.001254,0.001254
196,81360.8,0.28967,0.32347,0.12019,0.78529,0.97062,0.98993,0.98669,0.92464,0.97037,0.98966,0.9869,0.78546,0.3733,0.64483,0.15369,0.80471,0.001245,0.001245,0.001245
197,81725.7,0.2967,0.32503,0.12654,0.78431,0.99017,0.99409,0.99242,0.93084,0.99017,0.99409,0.99242,0.79834,0.37154,0.552,0.12468,0.80303,0.001236,0.001236,0.001236
198,82155.8,0.30506,0.33618,0.12818,0.78744,0.989,0.99184,0.99306,0.9322,0.989,0.99184,0.99306,0.79924,0.37256,0.53073,0.12477,0.80411,0.001227,0.001227,0.001227
199,82520.4,0.29651,0.33735,0.12353,0.78374,0.99092,0.99115,0.9931,0.92877,0.99092,0.99115,0.9931,0.80538,0.37507,0.52839,0.1252,0.80451,0.001218,0.001218,0.001218
200,83004.9,0.29837,0.32328,0.12444,0.78598,0.99241,0.99413,0.99325,0.93113,0.99241,0.99413,0.99325,0.79697,0.37301,0.56701,0.12394,0.80366,0.001209,0.001209,0.001209
201,83403.6,0.29808,0.32594,0.12544,0.78621,0.99396,0.99139,0.99337,0.93149,0.99396,0.99139,0.99337,0.79713,0.37139,0.55993,0.1247,0.80393,0.0012,0.0012,0.0012
202,83807,0.2971,0.32604,0.12317,0.78638,0.98998,0.99291,0.99287,0.93162,0.98998,0.99291,0.99287,0.80347,0.36979,0.54454,0.12506,0.80366,0.001191,0.001191,0.001191
203,84247.8,0.28709,0.30315,0.11985,0.7822,0.9938,0.99117,0.99283,0.93055,0.9938,0.99117,0.99283,0.80089,0.37132,0.54123,0.12578,0.80396,0.001182,0.001182,0.001182
204,84604.3,0.28675,0.3245,0.12112,0.78166,0.99481,0.99186,0.99296,0.93017,0.99481,0.99186,0.99296,0.7986,0.37554,0.56168,0.12528,0.80514,0.001173,0.001173,0.001173
205,84982.3,0.29454,0.33453,0.1249,0.78637,0.98765,0.99389,0.9925,0.92936,0.98765,0.99389,0.9925,0.80087,0.37241,0.55262,0.12713,0.80574,0.001164,0.001164,0.001164
206,85435.8,0.29416,0.33131,0.1239,0.78438,0.9922,0.99218,0.9926,0.92918,0.9922,0.99218,0.9926,0.8002,0.37453,0.53697,0.12397,0.80641,0.001155,0.001155,0.001155
207,85793.7,0.29567,0.33957,0.12653,0.78426,0.99011,0.99352,0.99289,0.92899,0.99011,0.99352,0.99289,0.80255,0.37332,0.52962,0.12424,0.80595,0.001146,0.001146,0.001146
208,86286,0.28924,0.3344,0.12163,0.78485,0.99102,0.99479,0.99255,0.93042,0.99102,0.99479,0.99255,0.79893,0.37158,0.56535,0.12341,0.80581,0.001137,0.001137,0.001137
209,86637.7,0.29746,0.3366,0.12669,0.78244,0.99189,0.98997,0.99275,0.92938,0.99189,0.98997,0.99275,0.79888,0.37367,0.55544,0.12426,0.80671,0.001128,0.001128,0.001128
210,87142.4,0.2832,0.30977,0.11975,0.78066,0.99335,0.98974,0.99286,0.93267,0.99335,0.98974,0.99286,0.79818,0.3723,0.56366,0.12501,0.8057,0.001119,0.001119,0.001119
211,87503.3,0.29552,0.33162,0.12519,0.78159,0.9855,0.98618,0.99123,0.92789,0.98558,0.98612,0.99123,0.79509,0.37897,0.59202,0.13478,0.80645,0.00111,0.00111,0.00111
212,88001.5,0.2953,0.32217,0.1228,0.78371,0.98773,0.99358,0.99249,0.92766,0.98773,0.99358,0.99249,0.79649,0.37677,0.57587,0.12615,0.8065,0.001101,0.001101,0.001101
213,88420.4,0.27554,0.29359,0.11543,0.78769,0.991,0.99059,0.99212,0.92846,0.991,0.99059,0.99212,0.80058,0.37122,0.57422,0.1242,0.80511,0.001092,0.001092,0.001092
214,88842.5,0.28467,0.31718,0.12094,0.78448,0.99108,0.98656,0.99142,0.92644,0.99108,0.98656,0.99142,0.79911,0.37267,0.56711,0.12717,0.80563,0.001083,0.001083,0.001083
215,89229.2,0.28381,0.31523,0.12174,0.78376,0.99071,0.99208,0.99224,0.93091,0.99071,0.99208,0.99224,0.80211,0.36674,0.56671,0.12327,0.80463,0.001074,0.001074,0.001074
216,89748.8,0.28084,0.30808,0.11839,0.78209,0.9901,0.9936,0.99255,0.93182,0.9901,0.9936,0.99255,0.80059,0.37039,0.57083,0.12439,0.80578,0.001065,0.001065,0.001065
217,90143,0.27779,0.29646,0.11684,0.7844,0.99335,0.99046,0.99252,0.93053,0.99335,0.99046,0.99252,0.80437,0.36997,0.58805,0.12369,0.80578,0.001056,0.001056,0.001056
218,90629.9,0.27577,0.30708,0.11496,0.78766,0.99279,0.98984,0.99198,0.93172,0.99279,0.98984,0.99198,0.80366,0.36704,0.61595,0.12403,0.80412,0.001047,0.001047,0.001047
219,91021.4,0.28085,0.31716,0.11786,0.78475,0.99194,0.99046,0.99196,0.92947,0.99194,0.99046,0.99196,0.80059,0.37252,0.58088,0.12547,0.80607,0.001038,0.001038,0.001038
220,91449.1,0.28326,0.31972,0.11933,0.78061,0.99237,0.9897,0.99202,0.92971,0.99237,0.9897,0.99202,0.79857,0.37062,0.59157,0.12504,0.80377,0.001029,0.001029,0.001029
221,91802.3,0.28221,0.30984,0.11692,0.78363,0.99354,0.98977,0.99272,0.92954,0.99354,0.98977,0.99272,0.80007,0.36997,0.58722,0.12262,0.80396,0.00102,0.00102,0.00102
222,92266.3,0.28235,0.32128,0.11961,0.7849,0.99007,0.98613,0.99225,0.93044,0.99007,0.98613,0.99225,0.80202,0.3688,0.5651,0.12635,0.80434,0.001011,0.001011,0.001011
223,92701.4,0.27954,0.3026,0.11824,0.78691,0.99195,0.99132,0.99244,0.93092,0.99195,0.99132,0.99244,0.80437,0.36748,0.56645,0.12106,0.80418,0.001002,0.001002,0.001002
224,93117.3,0.27992,0.30486,0.1191,0.78206,0.98876,0.99267,0.99296,0.93492,0.98876,0.99267,0.99296,0.80579,0.36622,0.56524,0.12216,0.80385,0.000993,0.000993,0.000993
225,93589,0.27798,0.32425,0.11687,0.77977,0.99001,0.9837,0.99249,0.92983,0.99001,0.9837,0.99249,0.79906,0.37297,0.57408,0.12853,0.80492,0.000984,0.000984,0.000984
226,94043.4,0.28572,0.30733,0.11883,0.78203,0.99263,0.98168,0.9923,0.9305,0.99263,0.98168,0.9923,0.80259,0.37086,0.61802,0.1283,0.80425,0.000975,0.000975,0.000975
227,94451.1,0.27681,0.29514,0.11474,0.78657,0.99273,0.98848,0.9925,0.93305,0.99273,0.98848,0.9925,0.79915,0.36655,0.62478,0.12806,0.805,0.000966,0.000966,0.000966
228,94867.7,0.26891,0.302,0.1134,0.78621,0.99319,0.98848,0.99301,0.93414,0.99319,0.98848,0.99301,0.79954,0.36937,0.576,0.12231,0.80457,0.000957,0.000957,0.000957
229,95232.1,0.27263,0.30775,0.11564,0.7815,0.99141,0.99265,0.99296,0.93297,0.99141,0.99265,0.99296,0.79794,0.36622,0.55883,0.12309,0.80403,0.000948,0.000948,0.000948
230,95546.2,0.26977,0.29057,0.11408,0.78417,0.9927,0.99451,0.99341,0.93279,0.9927,0.99451,0.99341,0.80351,0.36643,0.57739,0.12122,0.80367,0.000939,0.000939,0.000939
231,95968.8,0.26951,0.28936,0.11512,0.78397,0.99027,0.9933,0.9934,0.93189,0.99027,0.9933,0.9934,0.80515,0.36879,0.58095,0.12287,0.80305,0.00093,0.00093,0.00093
232,96435.5,0.26355,0.28422,0.11091,0.77938,0.99008,0.9949,0.99313,0.93093,0.99008,0.9949,0.99313,0.80449,0.36837,0.6022,0.12189,0.80329,0.000921,0.000921,0.000921
233,96824.6,0.27362,0.29592,0.11634,0.77801,0.99138,0.99429,0.99276,0.92987,0.99138,0.99429,0.99276,0.80358,0.36899,0.62871,0.12192,0.80346,0.000912,0.000912,0.000912
234,97195.2,0.2754,0.31157,0.11621,0.78024,0.99178,0.9943,0.99299,0.92929,0.99178,0.9943,0.99299,0.80304,0.37039,0.60456,0.12268,0.80395,0.000903,0.000903,0.000903
235,97576.2,0.26985,0.28748,0.11386,0.78045,0.97568,0.98785,0.99083,0.92815,0.9758,0.98778,0.99082,0.79148,0.36978,0.70669,0.14225,0.80491,0.000894,0.000894,0.000894
236,98030.6,0.27454,0.29908,0.11476,0.77628,0.98789,0.99167,0.99301,0.93042,0.98789,0.99167,0.99301,0.80387,0.36967,0.60737,0.12503,0.80455,0.000885,0.000885,0.000885
237,98390.9,0.27689,0.3003,0.11365,0.78444,0.9928,0.98481,0.993,0.92985,0.9928,0.98481,0.993,0.80683,0.3728,0.63636,0.1285,0.80492,0.000876,0.000876,0.000876
238,98867,0.26831,0.28426,0.11292,0.78528,0.99311,0.98691,0.99296,0.93099,0.99311,0.98691,0.99296,0.80411,0.36957,0.6318,0.12468,0.80512,0.000867,0.000867,0.000867
239,99232.6,0.26618,0.29391,0.11268,0.78168,0.99241,0.98516,0.99278,0.93085,0.99241,0.98516,0.99278,0.80763,0.37042,0.59565,0.12469,0.80586,0.000858,0.000858,0.000858
240,99671.8,0.26562,0.29827,0.11185,0.78034,0.99277,0.98563,0.99299,0.92991,0.99277,0.98563,0.99299,0.80503,0.37067,0.58453,0.12449,0.80571,0.000849,0.000849,0.000849
